Trimmed Review,Rating
only worth   like what i paid  no  or  or custom maps so basically no online play yet has xp  piece  shit devs who abandoned  game because it got bad reviews  instead  fixing it just said fuck you  well fuck you back   theres no cover system anymore  yet has lots  text  that there was at one point  heroes are unbalanced as shit example  gabriel angelos gets   stuns   gets    eldar hero gets   if you are very fucking talented    certain units you never build because completely useless  every race unit  exactly  same with vehicles being  major difference with small   infantry  most op units are  ones that do full damage  all armor types as usual  some are tier   units   do not even know why i bother  game not getting remade nor is there any dlc coming out  they out for good   this game is fucking shit when it comes  strategy games  have you fucking retards even played one before making this game  theres no  stance  or defensive stance only hold fire or hold still  your units will literally stand there  get fucked until they die because someone they can see but can not  is      them  you didnt command them    when you make ai face  shows you there is no unit balance  heavy  towards  ,0
you are not   ,0
 worst part from all   dawn  war games   too many micromanagement in gameplay   gameplay not exactly  same with previous parts  just   races   boring company   so   just because we have not other good strategy games in warhammer   world         was  ,0
game got linux support recently  i   why not  game is buggy  clunky  does not support  cards yet on  linux side  things  i was  quite  bit    too  just avoid this game  not worth  ,0
 those warhammer   dow fans  this game no worth your money    time  i bought this in  price yet still disappointed when compare  dow   dow    expansion set even dlc     not much fun    yet some   workshop mods content extend this game life  little   please if you want refund  remember  do it before    hours game play  thank you  from  dawn  war   dawn  war   dawn  war   chaos rising  dawn  war   retribution  ,0
look how they  my boy   ,0
its just dull  it looks amazing but  combat is super simple  restrictive  too much micro management  make units  ,0
sucks that relic  ship on this  its  good game  people are mad that its not  dow   copy  its balanced   it has some great content   buy if its on sale,1
takes   bit  getting use   but all fun        ,1
looks great  plays great ,1
i paid   on sale  for that price i would recommend,1
idk what all   is about  sure they have removed  lot  customization options for individual units but they have also  increased  overall command cap as compared    which is nice  more    giant elites they have added is pretty cool too   campaign is fairly decent  not as  as  previous parts but still pretty intense however  it is lacking  lot content for  dawn  war  which is disappointing  still not  bad game  i really wish they would release some expansions  add ons  ,1
 buggy  shallow game play   missions   better off playing soulstorm with mods    pants ,0
there is  bit   learning  compared  most rts games   games that came before them but its an amazing  all around,1
play dawn  war    its  fantastic game that has  very well   in short dowiii is okay at best  but   by      dowiii suffers from  same problems that  star wars  remake did   there was  lot  live up  in  original game    lot  things that  community at large wanted  expected out   new game   they made  product that looked like it was in  same  as  original  but failed  deliver those most important features  community was  looking for   one such feature was  massive   depth  factions available   there were i think   factions in  old dow   each had different tech paths    massively different mechanics that made each one rewarding in its own way   it had   campaign mode where you would conquer different   for different resources or upgrades   really fun     with  new version  factions are cut down     they feel less different than in    they have cut down  options for game modes  they even got rid  free camera control for some reason   we really needed  remaster    or  completely new game   this game is stuck halfway between   that is      that could be  with  brand new game    as  result it  into    trash between    make it worse   lot   changes they have done seem  be because its easier   cut down from like   maps   well fewer maps is easier   cut  number  factions into  third   well fewer factions are easier   factions are really similar   well more different factions would be hard    you get  idea ,0
it is just ok not great just ok ,1
great  rts game,1
an amazing rts  one   best i  played  although it takes  really powerful computer  play  graphics are great if your pc can  them   they are     loved  campaign    multiplayer is ok  if you can even find  match  only   people online at one time    i have read  other reviews   bad ones all hate on  fact that it does not follow  lore  well yes  it might look weird that   in terminator armor can backflip  jump super high  but i do not mind this  i do however wish that they had more game modes     cost  heroes or made  elite points  faster    i actually like  moba elements  i surprised myself actually  i usually hate mobas      it is an all around good game    mods make it even better  i wish  developers did not drop  game  it would be even better ,1
ah    no  just no   bland boring rts with    moba  badly over it   horrendous  that   you between races  they even dumbed down  game from dow       bad game  now abandoned   thanks feral  you killed  great  by having your head  far up your own  you  or wouldnt   anyone  ,0
played this game when it got out  it was trash back then  nothing has changed  it is still trash aside from  model quality,0
very good fun game  multi player is working for me so i do not know what  other review are talking about   some people do not like  mix  elite  build base units but i think it  in  lot more   game  would be great if you could have more than just     races tho ,1
 great combination  mechanics from  previous two games  campaign seems short but i only paid    so not  big deal  me ,1
i really wanted  like this game but even on sale    is way too much    game feels   empty  something is missing   game play is slower than  other dow games  voice acting is not what you would think   animation is more stiff than dow   i would not even recommend this as something different from  other games in  series,0
unlike most  da comments i is in love with da  game  as an old   da game i can easily say its still great,1
like it,1
very nice special   game itself is not too bad i just think for something that came out   they could have at least added more races by now  not charge for  new races would be awesome,1
thank god for steam  ,0
this isnt  dawn  war  i thought   retribution dlc was bad but   not going  push  finish this game  its  most hollow  empty campaign i have ever played in  rts genre  who even likes  be forced  play with eldar  they have taken   steps back with  gameplay as well ,0
 weekly gathering      i do not know why there is so much bad review for this one  i just simply refund  buy it back when it has    off    be honest this is not that bad  also discord community is pretty much friendly  they have weekly gathering  online   they share how  be better for  next match also told you some    d  i just play less than      more than    summary      maybe  you can spam   type  unit  win again  again  i have no idea about gameplay balancing   i just saw      unit looks cool  able  do       play could be less than   for single match    do not play single player for this type  game  i will definitely ask my friends  go grab it when  price is off    you have  join official discord  ,1
pretty good game but i see why everyone   game   i kinda like  old versions  better then this  probably  remaster i would ask for for  old ones those are  good ,1
 online multiplayer did not work      refund  did ,0
bought it during  sale remembering  fun i had with  previous installment  just  its nothing like  originals  has  moba playing mechanics    no  just no  back  total war   for me ,0
got it on  cheap   i know most      fans hated it but for    i think its well worth it,1
its all  worst parts  dawn  war    all  worst parts  dawn  war   put into one game    ,0
as has been said before  get  game on sale   i actually really enjoyed  campaign mode  for those  you who enjoyed  previous campaigns  you will probably get about   hours  enjoyment from this one ,1
aside from  few bugs  this game is really quite good ,1
 understand from where i am coming from  i need  describe myself   i am not  competitive rts moba player  but  simple warhammer   fan   casual rts player   most   things that i liked in  previous games are missing in this entry   single player campaign is too short   story is boring   voice acting is too bland   ending left  be    gore  kill  are missing   ui is too complicated for me  use because its hard   what each  do in  heat  battle  unlike in dow    units themselves are also too complicated  for example  you got   types   units that you can produce  instead  just creating one type  just  them with    like you did in dow      or  fact that you also have   type   units that instead could be just one unit that you could upgrade with     game was    point its  too complicated since now you need  memorize what each units looks like since everything is damn too small  sometimes even bland with  terrain  also memorize   each ability when it could be much  like it was in dow   where there were big armies on  field where you could   units on  field   them on  go   i can not recommend this game  its just not worth it   its missing  important part   it is not  fun game ,0
solid game,1
nobody knows why  devs decided  take  tried  true   formula  try  turn dawn  war into some click frenzy league  legends moba   there is literally no strategy  this game like  old ones  you just spam  units  send them in  auto attack in  giant frenzy    this is  game for  not  audience that  dawn  war series had ,0
really bad,0
shallow   if you liked dow   slow  clunky if you liked dow  ,0
meh,0
how  kill   franchise  game ,0
how can this game be listed as  online pvp  if there are no online servers   all support dropped  nothing  add  or  help in anyway   it is     breaks my  ,0
been told  lot  bad things about   but honestly really enjoying it  base building is minimal compared    but much closer    than   was  especially when it is on sale ,1
game not that bad   ,1
  retribution at full price is still  better value that   at   off     is easily  on sale for   off    out     ,0
do not buy this  even if it is on sale  vote with your   my  already went into  dumpster on release  keep yours clean  do not even waste your  on this   it took all  elements       that you liked  forgot  add them ,0
this game was such   disappointment that i did not even manage an hour  it  it plays kind  like all  worst parts  company  heroes forced into  fantasy strategy game   if you want  play  dawn  war game  settle with dawn  war   unfortunately this one is not going  cut it ,0
pathetic crap  it has no soul  i am   disappointed at how poorly they have  warhammer   essence  spirit in this poor excuse   game    also   actual gameplay its boring  sucks  some kind  shitty hybrid   rts  moba ,0
i have never done  review for  game before    do not buy this turd,0
i was on   on not recommending this game on  first   minutes got crashed  i gave it  second chance  i played  mission  kinda boring  animation does not look that good  orcs feel kinda op if near at base  anyway  it is very bad in my opinion if you have played dow        i would recommend this game not because   discounted price but because i loved  franchise  i hoped they will make  sequel  will not f ac  it up ,1
ea has killed another franchise ,0
let us start with  good things  visuals  sound    that is it  if you want  generic rts  buy it   on discount  if you want  dow   sequel  run from it   they have taken  visual look    eldar  orks  but nothing else   they sound  behave   with no soul or anything near   them with warhammer   feel or lore  as many sad before it is just sad as they had   great games  take from   even this   in such shit state could get fixed if they put   little effort  they  killed  franchise  abandoned it  disgusting    ,0
     were great  right  for once  sequel  its original  for fans  starcraft  command  conquer  dune  all  other similar  this was going  be good yeah   yeah   nope   honestly this feels like  fallout   failure from start  finish   how can an up  date game be worse graphically    in gameplay than  first   this looked  felt like  game written for     not    release pc strategy game     out    for this release because its gone backwards  ,0
i love how epic  game play is ,1
do not waste your time  just go play either   first two  you will have  lot more fun ,0
could have been updated into  really enjoyable addition   tw franchise  but  devs  ea    out  abandoned it pretty  month in  so if your someone who did not buy it on day one like me do not bother  you will just be wasting your money on  corpse  absolute shame  absolutely  developer ,0
     do not buy       best review i can give you ,0
lol  one   worst dawn  war     no  worst rts game i have ever had    playing  it was almost like   had no  about warhammer lore  honestly was just straight up boring  play  even  end was generic    worst game ever ,0
release half complete game that needs tons  work  get mad people do not like it  cancel all work  updates in  future     brilliant   complete spit in  face  fans ,0
rts is are not moba is terminators do not backflip    god space marines are not   ,0
bad graphic  not as good as     ,0
too much micro management on battles  you wait too long for resources  shame what happened   series ,0
this game is  tier  could you just not       i mean  seriously  this game is  biggest  in warhammer   move over  death  our beautiful    i mean     you have been    after two stellar entries in  franchise    on dev team  got together   said   you know what  what we really need is    moba  except  let us completely butcher  lore with new canon   completely ignore everything that made this series great      get this  they are going  love  fact that we could not even get  moba part right either     we are gonna immediately abandon it as soon as it blows up in our face  how is that for           i hope you are ready  pump out space marines with        in league  legends  seriously    on       fleet  will live longer than marines in this game  how is that for lore faithful   when  world needed them most  they   just like  is dad  in fact  your dad is going  come back from    or  call you on your    long before relic ever  they  this     in  face     level    devs simply just slowly  out    going   you did not see that  nobody saw this    except  every time i open my steam library  play dawn  war with  ultimate apocalypse mod  do this btw if you want  true   rts experience  i have  see this   not even  could love this   every now  again   like today  they have    put this back on sale   they are  still  selling  game  meant  be an online moba  with no servers so no online play  i mean  it was bad   with but now you are just paying  play against garbage ai that will not even challenge you   worst  all is that you must accept   together   story in this game as  canon progression  several   og dawn  war campaigns  guess that means back flipping in terminator armor is canon now too   if for some reason  you are still  over   add    button despite all   above points  just ask yourself this    emperor died for this          upon  for   because  technically   servers are still online  but they may as well not be because you are paying for  dead game   game is community is essentially   for good reason    it is dev abandonware  i do not see why you would or should pay for this game when you can have great mp experiences in several other warhammer titles   i mean  really  there is simply no need   that  in this title unless you are truly bored  desperate  if you are anything like me  most  you steam  want good  games  play  so i  you  look  ,0
this game is  spit in  face  dawn  war fans  they also got angry at fans for not liking their objectively bad game  dropped support for it almost immediately  it is  multiplayer focused game  there is no multiplayer anymore  for  final f you ,0
i get sad when  game you did not like  you bought for full price   then much later it is   off     ,0
good   combat ,1
game feels incredibly  designed for something that full price is ridiculous  i have   hours  me but i have played enough games    bad one  petty developers abandoning   is not  good thing either ,0
 sad end   stellar series,0
do not buy this   that is all ,0
worst  wait  pre order ever   would not recommend  would  all relic  sega games until  full  happens ,0
for anyone who has played dawn  war   or company  heroes  this game is  massive disappointment   for anyone who has played star craft   or   this game is  big let down    i would  this game around dune   an abandonware game made in  ,0
sadly  game died before it was actually played due   massive amount    i  enjoyed myself alot  recommend you check it out if it is on sale   like  dislike  from  reviews in my opinion are not accurate  advise you  check it out before you form an opinion  this game because i think thats what killed it in  first place  i feel this is not  enough so i give you this instead  an actual review   game is content   hope you enjoy it ,1
does anyone even play this game anymore ,0
bought it at full price on release remembering  good old dow i  ii  believing in  devs   i was wrong      do not be like me     as things stand now it is basically abandonware  they release  terribly unfinished game that managed     fanbase  seeing that  game   they   just abandon it   once  official price goes down      or less i will change it  recommended since  mediocre campaign is fun  you can   few  into  skirmish mode  until then  not recommended ,0
 big  in  dawn  war  ,0
this game is worth it on sale for   it is not like any   other dawn  war is  it is worth     if you liked  older dawn  war is  try it  you will understand  but only on sale in my opinion  there is about    worth  content   ,1
bad,0
 dawn  war series started out incredible then   with every sequel   i am disappointed   point  angry   easily  worst thing about this cut  half assed you would think ea made it  is knowing how much better relic is     these guys used  well earn their    now this       emperor   dark gods        bloody well everybody else   get  first game if you have not already  let    in  warp ,0
probably in   here but i never  all  hate this game got  i enjoyed it much more than   which was very poor  if you liked   dow   was not  your taste you should like this one   for me it was  dow game i was waiting for years  too bad they killed it when they cancelled updates dlc  still enjoyable from time  time  play with friends or  ,1
people are  about it being too different from   but   isnt anything like  first game   standards  ,1
sure  this game is very disappointing  but honestly  main reason you should never spend money on it is  fact that it could have easily been fixed  made into  better game but instead either dev or  publisher decided  cancel any updates  dlc or service  any kind after  game received bad reviews  one   most petty   moves i have ever seen that gives ea some stiff  in  world  giving  finger    do not  any  pay money for this game ,0
an     dawn  war setting     i enjoyed  campaign   titan units  imperial knight    but not many new changes or new feeling   game     yeah  no dlc races as mentioned by others  which would have increased its  many times  not sure what went wrong there  do give it  try   on sale     solaria    yeah there is only war    ,1
what  turd ,0
such  shame  i  up playing dow     ,0
i have never been more  by  video game existing,0
buy dawn  war   or dawn  war   instead  not worth it ,0
 is  mind too small for doubt,0
not  best game on  franchise  but you can have some fun time playing it if you find it on sale     my soul just  knowing this is  last game ever on this great franchise  we need    old games or  new dawn  war iv,1
good fun  some tactical   patience,1
cash grab,0
its not as good as    but its close enough at     price ,1
 sad excuse for what should have been  great game   devs basically took all  worst parts  previous games  made sure they kept lots  annoying active abilities that you can never control enough   then combined that with giving fewer races  play then  first dawn  war  then took all  good parts  previous games  made sure  throw out all  that so it would literally be impossible  have fun   also if you were hoping  play as our favorite space marines  ya know  center   dawn  war series  i hope you enjoy    whole missions they have while you slog through  awful eldar missions   half decent ork missions    only redeeming quality  this game was finishing it so i can uninstall it  never have  play it again  also who was  absolute  who added  in  game but when you fail  mission you only have   options  restart   continue        none  these options  you     ,0
 great  grimdark sp campaign  with funny  for balance   coupled with  mp mode that   hero characters    with  army battles     it looks  sounds just right too  highly recommended ,1
great warhammer universe rpg   its  shame  game    it needs more content  bad ,1
by far  worst   game i have ever played,0
decent game  an ok campaign  custom games with friends is actually fun if your  casual rts player   be  this game is not getting dlc or updates  but please do not  this game by  mixed reviews but take  time  go through  garbage reviewers  look at  ones with more than     because let us be honest most  them took  time  at least get their money is worth   actual good  bad things with this   overall this game is not  complete  mess as many   reviews state ,1
online play is dead  do not buy unless you only want  play solo against bots or have  skirmish with friends from   game  i was  about this game after playing tons  dow      but it was  complete disappointment   pros   mechanics  graphics are    elites are  core   game  put out some flashy attacks  cons  there are only three factions  space marines  orks   eldar  i understand that balancing them is difficult  but  out chaos   others is  disappointment  at launch  for years   unit choice was locked behind an online multiplayer grind  but  online community died after  few    campaign is linear  has no replay value   offers no  choices ,0
kept me  for  couple  days during lock down ,1
all i want is dawn  war game with more races  those little cool kill animations ,1
save your money this game is suck  control   no custom hot key no skirmishes no skirmishes no skirmishes no skirmishes no skirmishes no skirmishes no skirmishes no skirmishes no skirmishes no skirmishes no skirmishes no skirmishes no skirmishes,0
i know this is  little late  post  review on this dead game but i have found that if you have     play with  you      marines   mod its actually an ok game so if you already bought  game  its too late  get  refund  recommend getting that mod so  purchase  for ,0
awesome game,1
in all   it  t  game itself that failed  graphics were fine  it used many elements from previous titles  what i think made  game fail  was mechanic  lack  both content  lack  factions  which  t all that bad  each faction is either lacking unique units or lack   as it is known for   only reason i recommend  game is  fact i   major fan  this series from   if they added more factions  better gameplay i think it would make  more decent game,1
no dlc no update,0
great rts   if you like warhammer even better,1
i love  warhammer    universe  i knew this game was different   other dawn  war games but i didnt expect it  be this different  in fact they should not have called it dawn  war   as it is  completely different game   first   my main issue with this game is that i can not just play as  faction i like  i like playing as eldar  i do not mind imperium  i dislike playing as orks  yet i have   between all   factions which means two    time i am playing factions i do not really want  play ,0
online servers do not work  you will not be able  play online  heed my warning  save your money ,0
i like that they made  game that uses some aspects  dawn  war      combined  space marines having great vehicles  eldar having  but very strong  fast unites  orks having cheap unites  so they can out number others  elite unites having  lot  complex abilities  uses  i like more complexity in  way that i need  learn  abilities unites  use in combat for    so in that  i do not like that some unites like for example  orks   eldar unites have only have one ability like     i like that  orks have  scrap system that they can upgrade almost all  their unites with some ability add on or damage    story is great  unique in it is     lore  maybe i could change my mind after learning more    lore   i am sad that they canceled  necrons expansion  i would have liked  see how they designed them   in all things considered i would give this game  weak  ,1
love this franchise ,1
  weird taking cover mechanic  i really enjoy  game  shame devs decided  abandon  game ,1
did not care for this game at   it was such  change from  original  but after  couple mods im having  blast  no limit mod  elite unit mod  actually really enjoy this game co op skirmish etc ,1
was  something more rts     they keep   very present    good but takes   off building your own strategy  anyone  would play has  do  same things  same way  once again     like   off rts games is  another   first  build       making units  fast you can  send them  your enemy just   type off  its not strategy   ,0
i bought this dumpster fire on sale  i regret it      game for  while still   it not because its hard but because its just  bad game   ,0
if you are looking for more content from  classic dow games  this is not it   i could write  whole long list on why this game is not worth playing but its just so bad that  list would not be worth your time reading   just do not bother    too far from  light    ,0
this game is fun  entertaining  me at least  i enjoyed  hybrid   thing that they have going on here  shame they are not  it tho ,1
 very enjoyable game  cut short   i wish it had some expansion packs  dlc,1
compared   previous dow  game is more  around   special units like your hero   squads or vehicles that you can   with skins  colors  with also level progression system  those special units  skill cards  or adding new skills  normal units for  between those units    worste thing probably would be    spells  are way too op             also  lack  all  factions that s  worste part  i nearly forgot that  only   factions are present  space marines  orks  eldars   there s mods though in steam workshop like for company  heroes   with maps  game mods  there s  mod for   factions  missing just necrons  sisters  battle  but it s really unfinished   af  also if you start  mods it s   game itself is poor   devs are lazy or incompetent   so   it up if you compare it  dow    dow   its  heavy  for sure   lack  content compared     previous ones is too big  get  positive review tbh ,0
fun  has  strong feel   warhammer   universe   diverse game play through different factions ,1
 campaign got  pretty interesting story  it,1
i remember  time  i remember  place  i remember  game,0
it is warhammer  ,1
bought  game thinking it would be like   or   but it was not  campaign was  as i am  space marine player     time  did not enjoy  between  space   dumb orcs  game was visually brilliant   actual game play was good i just did not enjoy it ,0
there are two prior entries in this series  i fully  them  ignore dow     you will not regret it ,0
bad community  no random team button   old players play together     i had  good level but there are no players online due  that     loss  time,0
 game that  between dawn  war    dawn  war   is good at neither  as in all things  mods make it kind  fun  but  graphics are so cartoony  fun does not last very long  get it on sale if you are really interested ,0
i brought  game when it was first released after having played  first dawn  war along with all  its dlc for many many hours   little bit on dawn  war   but this failed  live up  expectations  i recently  it again  see if it had gotten any better  there seems  have been no difference  they have not even added more races  you are still stuck with  options  space marines  orks or eldar  that is it   online seems  be dead now as there was only   game running   everything that made that first dawn  war so special has been lost on this  this is not worth  price tag   pros  nice graphics  voice acting  good customisation options for your armies   cons  not worth  price tag  campaign is too  multiplayer is dead  no improvements made   game in years  only   races  does not live up   first dawn  war which was released   years ago ,0
 campaign is good   mechanics are also pretty good   game has gotten quite better since launch  not  mention  graphics are pretty good,1
no multiplayer support anymore  game is not worth your time  check out company  heroes   for  good rts or play  old dawn  wars ,0
i have played this game for  few hours now   all i can say that  warhammer games are only getting better   every time i watch  intro i  my pants with excitement ,1
it is alright if you are not     ,1
this is not  fun strategy game  it deserves all   that it got  going back  dawn  war    never  this again  such  waste  time  sad really ,0
